mahalleler
67;;;KUZUCAK;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
68;;;KÜÇÜKBURHANİYE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
69;;;KÜÇÜKKIRIM;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
70;;;KURTKULAĞI;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
71;;;KURTPINAR;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
72;;;KÖPRÜLÜ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
73;;;KÖRKUYU;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
74;;;KÖSRELİ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
75;;;KONAKOĞLU;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
76;;;KORUKLU;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
77;;;KIZILDERE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
78;;;KIVRIKLI;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
79;;;KILIÇKAYA;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
80;;;KELEMETİ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
81;;;KARAKAYALI;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
82;;;İMRAN;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
83;;;İNCEYER;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
84;;;İNÖNÜ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
85;;;İSALI;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
86;;;İSTİKLAL;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
87;;;HÜRRİYET;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
88;;;IRMAKLI;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
89;;;ISIRGANLI;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
90;;;GAZİ OSMAN PAŞA;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
91;;;GÜMÜRDÜLÜ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
92;;;GÜNDOĞAN;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
93;;;GÜNLÜCE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
94;;;HAMİDİYE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
95;;;HAMDİLLİ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
96;;;HAMİTBEY;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
97;;;HAMİTBEYBUCAĞI;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
98;;;EKİNYAZI;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
99;;;ELMAGÖLÜ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
100;;;EMEK;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
101;;;ERENLER;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
102;;;DURHASANDEDE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
103;;;DUTLUPINAR;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
104;;;DOKUZTEKNE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
105;;;DORUK;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
106;;;ESENTEPE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
107;;;FATİH SULTAN MEHMET;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
108;;;DEĞİRMENDERE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
109;;;DEĞİRMENLİ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
110;;;DAĞISTAN;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
111;;;DİKİLİTAŞ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
112;;;ÇATAKLI;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
113;;;ÇATALHÜYÜK;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
114;;;ÇEVRETEPE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
115;;;ÇİÇEKLİ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
116;;;ÇİFTLİKLER;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
117;;;ÇOKÇAPINAR;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
118;;;CEYHANBEKİRLİ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
119;;;CİVANTAYAK;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
120;;;CUMHURİYET;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
121;;;ÇAKALDERE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
122;;;BÜYÜKMANGIT;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
123;;;BÜYÜKKIRIM;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
124;;;CAMUZAĞILI;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
125;;;BURHANİYE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
126;;;BURHANLI;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
127;;;BÜYÜKBURHANİYE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
128;;;BOTA;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
129;;;BİRKENT;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
130;;;BAŞÖREN;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
131;;;BELEDİYE EVLERİ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
132;;;ATATÜRK;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
133;;;AYDINLAR;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
134;;;AYTEMUROĞLU;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
135;;;AZİZLİ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
136;;;AKDAM;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
137;;;ADAPINAR;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
138;;;ADATEPE;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
139;;;AĞAÇLI;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
140;;;AĞAÇPINAR;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
141;;;ALTIGÖZBEKİRLİ;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
142;;;ALTIKARA;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
143;;;ALTIOCAK;;ADANA -> CEYHAN -> CEYHAN-İLÇE MERKEZİ;;
144;;;100.YIL;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
145;;;BELEDİYEEVLERİ;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
146;;;BEYAZEVLER;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
147;;;BOZCALAR;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
148;;;ESENTEPE;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
149;;;FADIL;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
150;;;DÖRTLER;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
151;;;GÜZELYALI;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
152;;;GÖKKUYU ;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
153;;;HUZUREVLERİ;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
154;;;KABASAKAL;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
155;;;KARSLILAR;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
156;;;KARAHAN;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
157;;;KAŞOBA;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
158;;;KOCATEPE ;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
159;;;KURTTEPE;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
160;;;KÜÇÜKÇINAR;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
161;;;MAHFESIĞMAZ;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
162;;;ÖRCÜN;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
163;;;MEMİŞLİ;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
164;;;SALBAŞ ESENTEPE ;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
165;;;PİRİLİ;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
166;;;SÖĞÜTLÜ;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
167;;;ŞAMBAYADI;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
168;;;TOROS;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
169;;;YENİ;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
170;;;YURT;;ADANA -> ÇUKUROVA -> ÇUKUROVA-İLÇE MERKEZİ;;
171;;;YEŞİLDÜŞMÜŞ;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
172;;;YEREBAKAN;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
173;;;YAYLAPINAR;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
174;;;TORTULU;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
175;;;UĞURLUBAĞ;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
176;;;TENKERLİ;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
177;;;TOKMANAKLI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
178;;;ŞAHMURATLI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
179;;;SÜPHANDERE;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
180;;;SÜLEMİŞLİ;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
181;;;PAŞALI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
182;;;MANSURLU ;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
183;;;MUSALAR;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
184;;;ORTAKÖY;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
185;;;ORUÇLU;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
186;;;OLUCAK;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
187;;;ORMANCIK;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
188;;;KIZILYER;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
189;;;KISACIKLI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
190;;;KOVUKÇINAR;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
191;;;KONAKKURAN;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
192;;;KOÇYAZI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
193;;;KAŞALTI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
194;;;KAYADİBİ;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
195;;;KAZANCI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
196;;;KEKLİKÇE;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
197;;;KIRIKUŞAĞI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
198;;;KARACAOĞLAN;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
199;;;KARACAUŞAĞI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
200;;;KALEYÜZÜ;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
201;;;İSLAM;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
202;;;İNCİRCİ;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
203;;;HIDIRUŞAĞI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
204;;;GEDİKLİ;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
205;;;GÖKÇELİ;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
206;;;GÖBELLİ;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
207;;;GÜRÜMZE;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
208;;;GÜZPINARI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
209;;;GAFFARUŞAĞI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
210;;;ÇONDU;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
211;;;ÇANDIRLAR;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
212;;;ÇÜRÜKLER;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
213;;;DEĞİRMENCİUŞAĞI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
214;;;BELENKÖY;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
215;;;BAĞDATLI;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
216;;;BAHÇECİK;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
217;;;AKOLUK;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
218;;;AKKAYA;;ADANA -> FEKE -> FEKE-İLÇE MERKEZİ;;
219;;;ADALET;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
220;;;AĞZIKARACA;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
221;;;ALİLER;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
222;;;ALAYBEYİ;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
223;;;AYVALI;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
224;;;DANACILI;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
225;;;ÇÖRTEN;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
226;;;CAMİLİ;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
227;;;CUMHURİYET;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
228;;;FATİH;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
229;;;HACIHASANLI;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
230;;;HÜRRİYET;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
231;;;KOYUNEVİ;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
232;;;MALIHIDIRLI;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
233;;;OTLUK;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
234;;;MENTEŞ;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
235;;;PEKMEZCİ;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
236;;;SOKUTAŞ;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
237;;;SEVİNÇLİ;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
238;;;SAYCA;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
239;;;SAYGEÇİT;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
240;;;ULUÇINAR;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
241;;;UFACIKÖREN;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
242;;;TUNA;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
243;;;ÜÇTEPE;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
244;;;YENİEVLER;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
245;;;YAZITEPE;;ADANA -> İMAMOĞLU -> İMAMOĞLU-İLÇE MERKEZİ;;
246;;;YAZIBAŞI;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
247;;;TORUNSOLAKLI;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
248;;;TÜMENLİ;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
249;;;TOPAKTAŞ;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
250;;;TOPKARALI;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
251;;;TATIK;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
252;;;SAYPINAR;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
253;;;SARIMEHMETLİ;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
254;;;SELAMPINAR;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
255;;;SADIKALİ;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
256;;;MARAŞLI;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
257;;;MURTÇUKURU;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
258;;;ÖMERLİ;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
259;;;NERGİZLİK;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
260;;;NUHLU;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
261;;;KUŞCUSOFULU;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
262;;;KUYUCU;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
263;;;KUZGUN;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
264;;;KÖRÜKLÜ;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
265;;;KOCAVELİLER;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
266;;;KAPIKAYA;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
267;;;KALEDAĞI;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
268;;;KARAHASANLI;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
269;;;KARAKILIÇ;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
270;;;KARAKUYU;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
271;;;KARAPINAR;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
272;;;KIRIKLI;;ADANA -> KARAİSALI -> KARAİSALI-İLÇE MERKEZİ;;
